Código Pedido,ID Cliente,ID Producto,Fecha,Forma pago,Ingreso,Unidades
161693,161229,LGP,2006-04-08 00:00:00,Contado,34000 €,34
161694,161229,LGP,2006-04-08 00:00:00,Contado,52800 €,44
161695,161229,LGP,2006-04-08 00:00:00,Contado,56000 €,40
161696,161229,LGP,2006-04-08 00:00:00,Contado,92800 €,58
161697,161229,LGP,2006-04-08 00:00:00,Contado,82800 €,46
161698,161229,LGP,2006-04-08 00:00:00,Contado,51000 €,60
161699,161229,LGP,2006-04-08 00:00:00,Contado,38850 €,42
161700,161229,LGP,2006-04-08 00:00:00,Contado,38000 €,38
161701,161229,LGP,2006-04-08 00:00:00,Contado,40850 €,38
161702,161229,LGP,2006-04-08 00:00:00,Contado,48300 €,42
161703,161229,LGP,2006-04-08 00:00:00,Contado,75950 €,62
161704,161229,LGP,2006-04-08 00:00:00,Contado,24960 €,32
161705,161229,LGP,2006-04-08 00:00:00,Contado,30688 €,56
161706,161229,LGP,2006-04-08 00:00:00,Contado,31968 €,32
161707,161229,LGP,2006-04-08 00:00:00,Contado,25200 €,36
161708,161229,LGP,2006-04-08 00:00:00,Contado,13604 €,38
161709,181241,SXU,2006-04-08 00:00:00,Contado,26000 €,26
161710,181241,SXU,2006-04-08 00:00:00,Contado,31200 €,26
161711,181241,SXU,2006-04-08 00:00:00,Contado,36400 €,26
161712,181241,SXU,2006-04-08 00:00:00,Contado,28800 €,18
161713,181241,SXU,2006-04-08 00:00:00,Contado,28800 €,16
161714,181241,SXU,2006-04-08 00:00:00,Contado,17000 €,20
161715,181241,SXU,2006-04-08 00:00:00,Contado,31450 €,34
161716,181241,SXU,2006-04-08 00:00:00,Tarjeta,26000 €,26
161717,181241,SXU,2006-04-08 00:00:00,Tarjeta,34400 €,32
161718,181241,SXU,2006-04-08 00:00:00,Tarjeta,29900 €,26
161719,181241,SXU,2006-04-08 00:00:00,Tarjeta,31850 €,26
161720,181241,SXU,2006-04-08 00:00:00,Tarjeta,12480 €,16
161721,181241,SXU,2006-04-08 00:00:00,Tarjeta,8768 €,16
161722,181241,SXU,2006-04-08 00:00:00,Tarjeta,21978 €,22
161723,181241,SXU,2006-04-08 00:00:00,Tarjeta,23800 €,34
161724,181241,SXU,2006-04-08 00:00:00,Tarjeta,7160 €,20
161741,171251,IP2,2006-04-08 00:00:00,Contado,14000 €,14
161742,171251,IP3,2006-04-08 00:00:00,Contado,31200 €,26
161743,171251,IP4,2006-04-08 00:00:00,Contado,39200 €,28
161744,171251,IP5,2006-04-08 00:00:00,Contado,32000 €,20
161745,171251,IP6,2006-04-08 00:00:00,Contado,28800 €,16
161746,171251,GS1,2006-04-08 00:00:00,Contado,28900 €,34
161747,171251,GS2,2006-04-08 00:00:00,Contado,20350 €,22
161748,171251,GS3,2006-04-08 00:00:00,Contado,14000 €,14
161749,171251,GS4,2006-04-08 00:00:00,Contado,21500 €,20
161750,171251,GS5,2006-04-08 00:00:00,Contado,39100 €,34
161751,171251,GS6,2006-04-08 00:00:00,Contado,22050 €,18
161752,171251,MG,2006-04-08 00:00:00,Contado,24960 €,32
161753,171251,MX,2006-04-08 00:00:00,Contado,15344 €,28
161754,171251,SXU,2006-04-08 00:00:00,Contado,21978 €,22
161755,171251,AO1,2006-04-08 00:00:00,Contado,23800 €,34
161756,171251,LGP,2006-04-08 00:00:00,Contado,8592 €,24
161757,181253,SXU,2006-04-08 00:00:00,Tarjeta,30000 €,30
161758,181253,SXU,2006-04-08 00:00:00,Tarjeta,33600 €,28
161759,181253,SXU,2006-04-08 00:00:00,Tarjeta,44800 €,32
161760,181253,SXU,2006-04-08 00:00:00,Tarjeta,54400 €,34
161761,181253,SXU,2006-04-08 00:00:00,Tarjeta,39600 €,22
161762,181253,SXU,2006-04-08 00:00:00,Tarjeta,28900 €,34
161763,181253,SXU,2006-04-08 00:00:00,Tarjeta,29600 €,32
161764,181253,SXU,2006-04-08 00:00:00,Tarjeta,30000 €,30
161765,181253,SXU,2006-04-08 00:00:00,Tarjeta,34400 €,32
161766,181253,SXU,2006-04-08 00:00:00,Tarjeta,32200 €,28
161767,181253,SXU,2006-04-08 00:00:00,Tarjeta,19600 €,16
161768,181253,SXU,2006-04-08 00:00:00,Tarjeta,21840 €,28
161769,181253,SXU,2006-04-08 00:00:00,Tarjeta,18632 €,34
161770,181253,SXU,2006-04-08 00:00:00,Tarjeta,17982 €,18
161771,181253,SXU,2006-04-08 00:00:00,Tarjeta,11200 €,16
161772,181253,SXU,2006-04-08 00:00:00,Tarjeta,8592 €,24
161773,181215,IP2,2006-05-08 00:00:00,Contado,30000 €,30
161774,181215,IP3,2006-05-08 00:00:00,Contado,31200 €,26
161775,181215,IP4,2006-05-08 00:00:00,Contado,25200 €,18
161776,181215,IP5,2006-05-08 00:00:00,Contado,44800 €,28
161777,181215,IP6,2006-05-08 00:00:00,Contado,32400 €,18
161778,181215,GS1,2006-05-08 00:00:00,Contado,13600 €,16
161779,181215,GS2,2006-05-08 00:00:00,Contado,27750 €,30
161780,181215,GS3,2006-05-08 00:00:00,Contado,20000 €,20
161781,181215,GS4,2006-05-08 00:00:00,Contado,17200 €,16
161782,181215,GS5,2006-05-08 00:00:00,Contado,32200 €,28
161783,181215,GS6,2006-05-08 00:00:00,Contado,29400 €,24
161784,181215,MG,2006-05-08 00:00:00,Contado,21840 €,28
161785,181215,MX,2006-05-08 00:00:00,Contado,15344 €,28
161786,181215,SXU,2006-05-08 00:00:00,Contado,31968 €,32
161787,181215,AO1,2006-05-08 00:00:00,Contado,12600 €,18
161788,181215,LGP,2006-05-08 00:00:00,Contado,5728 €,16
161821,191221,SXU,2006-05-08 00:00:00,Contado,26000 €,26
161822,191221,SXU,2006-05-08 00:00:00,Contado,21600 €,18
161823,191221,SXU,2006-05-08 00:00:00,Contado,25200 €,18
161824,191221,SXU,2006-05-08 00:00:00,Contado,41600 €,26
161825,191221,SXU,2006-05-08 00:00:00,Contado,54000 €,30
161826,191221,SXU,2006-05-08 00:00:00,Contado,18700 €,22
161827,191221,SXU,2006-05-08 00:00:00,Contado,12950 €,14
161828,191221,SXU,2006-05-08 00:00:00,Contado,32000 €,32
161829,191221,SXU,2006-05-08 00:00:00,Contado,30100 €,28
161830,191221,SXU,2006-05-08 00:00:00,Contado,27600 €,24
161831,191221,SXU,2006-05-08 00:00:00,Contado,17150 €,14
161832,191221,SXU,2006-05-08 00:00:00,Contado,14040 €,18
161833,191221,SXU,2006-05-08 00:00:00,Contado,8768 €,16
161834,191221,SXU,2006-05-08 00:00:00,Contado,21978 €,22
161835,191221,SXU,2006-05-08 00:00:00,Contado,15400 €,22
161836,191221,SXU,2006-05-08 00:00:00,Contado,7160 €,20
161853,111225,IP2,2006-05-08 00:00:00,Tarjeta,74000 €,74
161854,111225,IP3,2006-05-08 00:00:00,Tarjeta,69600 €,58
161855,111225,IP4,2006-05-08 00:00:00,Tarjeta,98000 €,70
161856,111225,IP5,2006-05-08 00:00:00,Tarjeta,115200 €,72
161857,111225,IP6,2006-05-08 00:00:00,Tarjeta,122400 €,68
161858,111225,GS1,2006-05-08 00:00:00,Tarjeta,62900 €,74
161859,111225,GS2,2006-05-08 00:00:00,Tarjeta,70300 €,76
161860,111225,GS3,2006-05-08 00:00:00,Tarjeta,70000 €,70
161861,111225,GS4,2006-05-08 00:00:00,Tarjeta,86000 €,80
161862,111225,GS5,2006-05-08 00:00:00,Tarjeta,73600 €,64
161863,111225,GS6,2006-05-08 00:00:00,Tarjeta,88200 €,72
161864,111225,MG,2006-05-08 00:00:00,Tarjeta,45240 €,58
161865,111225,MX,2006-05-08 00:00:00,Contado,26304 €,48
161866,111225,SXU,2006-05-08 00:00:00,Contado,59940 €,60
161867,111225,AO1,2006-05-08 00:00:00,Contado,35000 €,50
161868,111225,LGP,2006-05-08 00:00:00,Contado,22912 €,64
161869,161229,LGP,2006-05-08 00:00:00,Contado,40000 €,40
161870,161229,LGP,2006-05-08 00:00:00,Contado,40800 €,34
161871,161229,LGP,2006-05-08 00:00:00,Contado,58800 €,42
161872,161229,LGP,2006-05-08 00:00:00,Contado,80000 €,50
161873,161229,LGP,2006-05-08 00:00:00,Contado,111600 €,62
161874,161229,LGP,2006-05-08 00:00:00,Contado,51000 €,60
161875,161229,LGP,2006-05-08 00:00:00,Contado,46250 €,50
161876,161229,LGP,2006-05-08 00:00:00,Contado,34000 €,34
161877,161229,LGP,2006-05-08 00:00:00,Contado,43000 €,40
161878,161229,LGP,2006-05-08 00:00:00,Contado,43700 €,38
161879,161229,LGP,2006-05-08 00:00:00,Contado,80850 €,66
161880,161229,LGP,2006-05-08 00:00:00,Contado,31200 €,40
161881,161229,LGP,2006-05-08 00:00:00,Contado,19728 €,36
161882,161229,LGP,2006-05-08 00:00:00,Contado,43956 €,44
161883,161229,LGP,2006-05-08 00:00:00,Contado,26600 €,38
161884,161229,LGP,2006-05-08 00:00:00,Contado,17900 €,50
161885,181241,SXU,2006-05-08 00:00:00,Tarjeta,32000 €,32
161886,181241,SXU,2006-05-08 00:00:00,Tarjeta,31200 €,26
161887,181241,SXU,2006-05-08 00:00:00,Tarjeta,42000 €,30
161888,181241,SXU,2006-05-08 00:00:00,Tarjeta,54400 €,34
161889,181241,SXU,2006-05-08 00:00:00,Tarjeta,61200 €,34
161890,181241,SXU,2006-05-08 00:00:00,Tarjeta,22100 €,26
161891,181241,SXU,2006-05-08 00:00:00,Tarjeta,20350 €,22
161892,181241,SXU,2006-05-08 00:00:00,Tarjeta,32000 €,32
161893,181241,SXU,2006-05-08 00:00:00,Tarjeta,34400 €,32
161894,181241,SXU,2006-05-08 00:00:00,Tarjeta,27600 €,24
161895,181241,SXU,2006-05-08 00:00:00,Tarjeta,29400 €,24
161896,181241,SXU,2006-05-08 00:00:00,Tarjeta,14040 €,18
161897,181241,SXU,2006-05-08 00:00:00,Tarjeta,14248 €,26
161898,181241,SXU,2006-05-08 00:00:00,Tarjeta,19980 €,20
161899,181241,SXU,2006-05-08 00:00:00,Tarjeta,18200 €,26
161900,181241,SXU,2006-05-08 00:00:00,Tarjeta,6444 €,18
161917,171251,IP2,2006-05-08 00:00:00,Contado,22000 €,22
161918,171251,IP3,2006-05-08 00:00:00,Contado,36000 €,30
161919,171251,IP4,2006-05-08 00:00:00,Contado,22400 €,16
161920,171251,IP5,2006-05-08 00:00:00,Contado,38400 €,24
161921,171251,IP6,2006-05-08 00:00:00,Contado,57600 €,32
161922,171251,GS1,2006-05-08 00:00:00,Contado,10200 €,12
161923,171251,GS2,2006-05-08 00:00:00,Contado,12950 €,14
161924,171251,GS3,2006-05-08 00:00:00,Contado,16000 €,16
161925,171251,GS4,2006-05-08 00:00:00,Contado,36550 €,34
161926,171251,GS5,2006-05-08 00:00:00,Contado,18400 €,16
161927,171251,GS6,2006-05-08 00:00:00,Contado,19600 €,16
161928,171251,MG,2006-05-08 00:00:00,Contado,18720 €,24
161929,171251,MX,2006-05-08 00:00:00,Contado,10960 €,20
161930,171251,SXU,2006-05-08 00:00:00,Contado,15984 €,16
161931,171251,AO1,2006-05-08 00:00:00,Contado,18200 €,26
161932,171251,LGP,2006-05-08 00:00:00,Contado,11456 €,32
161933,181253,SXU,2006-05-08 00:00:00,Tarjeta,26000 €,26
161934,181253,SXU,2006-05-08 00:00:00,Tarjeta,24000 €,20
161935,181253,SXU,2006-05-08 00:00:00,Tarjeta,22400 €,16
161936,181253,SXU,2006-05-08 00:00:00,Tarjeta,54400 €,34
161937,181253,SXU,2006-05-08 00:00:00,Tarjeta,61200 €,34
161938,181253,SXU,2006-05-08 00:00:00,Tarjeta,15300 €,18
161939,181253,SXU,2006-05-08 00:00:00,Tarjeta,31450 €,34
161940,181253,SXU,2006-05-08 00:00:00,Tarjeta,26000 €,26
161941,181253,SXU,2006-05-08 00:00:00,Tarjeta,34400 €,32
161942,181253,SXU,2006-05-08 00:00:00,Tarjeta,32200 €,28
161943,181253,SXU,2006-05-08 00:00:00,Tarjeta,29400 €,24
161944,181253,SXU,2006-05-08 00:00:00,Tarjeta,20280 €,26
161945,181253,SXU,2006-05-08 00:00:00,Tarjeta,9864 €,18
161946,181253,SXU,2006-05-08 00:00:00,Tarjeta,33966 €,34
161947,181253,SXU,2006-05-08 00:00:00,Tarjeta,19600 €,28
161948,181253,SXU,2006-05-08 00:00:00,Tarjeta,5728 €,16
161949,181215,IP2,2006-06-08 00:00:00,Contado,32000 €,32
161950,181215,IP3,2006-06-08 00:00:00,Contado,36000 €,30
161951,181215,IP4,2006-06-08 00:00:00,Contado,36400 €,26
161952,181215,IP5,2006-06-08 00:00:00,Contado,35200 €,22
161953,181215,IP6,2006-06-08 00:00:00,Contado,36000 €,20
161954,181215,GS1,2006-06-08 00:00:00,Contado,22100 €,26
161955,181215,GS2,2006-06-08 00:00:00,Contado,31450 €,34
161956,181215,GS3,2006-06-08 00:00:00,Contado,16000 €,16
161957,181215,GS4,2006-06-08 00:00:00,Contado,27950 €,26
161958,181215,GS5,2006-06-08 00:00:00,Contado,27600 €,24
161959,181215,GS6,2006-06-08 00:00:00,Contado,26950 €,22
161960,181215,MG,2006-06-08 00:00:00,Contado,20280 €,26
161961,181215,MX,2006-06-08 00:00:00,Contado,12056 €,22
161962,181215,SXU,2006-06-08 00:00:00,Contado,27972 €,28
161963,181215,AO1,2006-06-08 00:00:00,Contado,18200 €,26
161964,181215,LGP,2006-06-08 00:00:00,Contado,6444 €,18
161997,191221,SXU,2006-06-08 00:00:00,Contado,34000 €,34
161998,191221,SXU,2006-06-08 00:00:00,Contado,40800 €,34
161999,191221,SXU,2006-06-08 00:00:00,Contado,19600 €,14
162000,191221,SXU,2006-06-08 00:00:00,Contado,38400 €,24
162001,191221,SXU,2006-06-08 00:00:00,Contado,39600 €,22
162002,191221,SXU,2006-06-08 00:00:00,Contado,11900 €,14
162003,191221,SXU,2006-06-08 00:00:00,Contado,22200 €,24
162004,191221,SXU,2006-06-08 00:00:00,Contado,20000 €,20
162005,191221,SXU,2006-06-08 00:00:00,Contado,23650 €,22
162006,191221,SXU,2006-06-08 00:00:00,Contado,36800 €,32
162007,191221,SXU,2006-06-08 00:00:00,Contado,26950 €,22
162008,191221,SXU,2006-06-08 00:00:00,Contado,18720 €,24
162009,191221,SXU,2006-06-08 00:00:00,Contado,7672 €,14
162010,191221,SXU,2006-06-08 00:00:00,Contado,31968 €,32
162011,191221,SXU,2006-06-08 00:00:00,Contado,23800 €,34
162012,191221,SXU,2006-06-08 00:00:00,Contado,12172 €,34
162029,111225,IP2,2006-06-08 00:00:00,Contado,84000 €,84
162030,111225,IP3,2006-06-08 00:00:00,Contado,88800 €,74
162031,111225,IP4,2006-06-08 00:00:00,Contado,72800 €,52
162032,111225,IP5,2006-06-08 00:00:00,Contado,121600 €,76
162033,111225,IP6,2006-06-08 00:00:00,Contado,118800 €,66
162034,111225,GS1,2006-06-08 00:00:00,Contado,35700 €,42
162035,111225,GS2,2006-06-08 00:00:00,Contado,59200 €,64
162036,111225,GS3,2006-06-08 00:00:00,Contado,78000 €,78
162037,111225,GS6,2006-06-08 00:00:00,Contado,62350 €,58
162038,111225,GS5,2006-06-08 00:00:00,Contado,96600 €,84
162039,111225,GS6,2006-06-08 00:00:00,Contado,80850 €,66
162040,111225,MG,2006-06-08 00:00:00,Contado,43680 €,56
162041,111225,MX,2006-06-08 00:00:00,Contado,43840 €,80
162042,111225,SXU,2006-06-08 00:00:00,Contado,71928 €,72
162043,111225,AO1,2006-06-08 00:00:00,Contado,57400 €,82
162044,111225,LGP,2006-06-08 00:00:00,Contado,26492 €,74
162045,161229,LGP,2006-06-08 00:00:00,Contado,38000 €,38
162046,161229,LGP,2006-06-08 00:00:00,Contado,38400 €,32
162047,161229,LGP,2006-06-08 00:00:00,Contado,56000 €,40
162048,161229,LGP,2006-06-08 00:00:00,Contado,96000 €,60
162049,161229,LGP,2006-06-08 00:00:00,Contado,104400 €,58
162050,161229,LGP,2006-06-08 00:00:00,Contado,56100 €,66
162051,161229,LGP,2006-06-08 00:00:00,Contado,48100 €,52
162052,161229,LGP,2006-06-08 00:00:00,Contado,42000 €,42
162053,161229,LGP,2006-06-08 00:00:00,Contado,70950 €,66
162054,161229,LGP,2006-06-08 00:00:00,Contado,62100 €,54
162055,161229,LGP,2006-06-08 00:00:00,Contado,66150 €,54
162056,161229,LGP,2006-06-08 00:00:00,Contado,48360 €,62
162057,161229,LGP,2006-06-08 00:00:00,Contado,19728 €,36
162058,161229,LGP,2006-06-08 00:00:00,Contado,47952 €,48
162059,161229,LGP,2006-06-08 00:00:00,Contado,30800 €,44
162060,161229,LGP,2006-06-08 00:00:00,Contado,19332 €,54
162061,181241,SXU,2006-06-08 00:00:00,Tarjeta,30000 €,30
162062,181241,SXU,2006-06-08 00:00:00,Tarjeta,28800 €,24
162063,181241,SXU,2006-06-08 00:00:00,Tarjeta,39200 €,28
162079,111225,IP2,2006-06-08 00:00:00,Contado,70000 €,50
162080,111225,IP3,2006-06-08 00:00:00,Contado,73600 €,46
162081,111225,IP4,2006-06-08 00:00:00,Contado,140400 €,78
162082,111225,IP5,2006-06-08 00:00:00,Contado,47600 €,56
162083,111225,IP6,2006-06-08 00:00:00,Contado,38850 €,42
162084,111225,GS1,2006-06-08 00:00:00,Contado,74000 €,74
162085,111225,GS2,2006-06-08 00:00:00,Contado,90300 €,84
162086,111225,GS3,2006-06-08 00:00:00,Contado,52900 €,46
162087,111225,GS6,2006-06-08 00:00:00,Contado,80850 €,66
162088,111225,GS5,2006-06-08 00:00:00,Contado,63960 €,82
162089,111225,GS6,2006-06-08 00:00:00,Contado,30688 €,56
162090,111225,MG,2006-06-08 00:00:00,Contado,65934 €,66
162091,111225,MX,2006-06-08 00:00:00,Contado,43400 €,62
162092,111225,GS1,2006-06-08 00:00:00,Contado,23628 €,66
162093,111225,GS2,2006-06-08 00:00:00,Contado,28000 €,28
162094,111225,GS3,2006-06-08 00:00:00,Contado,40800 €,34
162095,111225,GS6,2006-06-08 00:00:00,Contado,16800 €,12
162096,111225,GS5,2006-06-08 00:00:00,Contado,38400 €,24
162097,111225,GS6,2006-06-08 00:00:00,Contado,57600 €,32
162098,111225,MG,2006-06-08 00:00:00,Contado,11900 €,14
162099,111225,MX,2006-06-08 00:00:00,Contado,16650 €,18
162100,111225,GS1,2006-06-08 00:00:00,Contado,24000 €,24
162101,111225,GS2,2006-06-08 00:00:00,Contado,30100 €,28
162102,111225,GS3,2006-06-08 00:00:00,Contado,32200 €,28
162103,111225,GS6,2006-06-08 00:00:00,Contado,26950 €,22
162104,111225,GS5,2006-06-08 00:00:00,Contado,23400 €,30
162105,111225,GS6,2006-06-08 00:00:00,Contado,15344 €,28
162106,111225,MG,2006-06-08 00:00:00,Contado,19980 €,20
162107,111225,MX,2006-06-08 00:00:00,Contado,15400 €,22
162108,111225,GS1,2006-06-08 00:00:00,Contado,9308 €,26
162109,111225,GS2,2006-06-08 00:00:00,Contado,28000 €,28
162110,111225,GS3,2006-06-08 00:00:00,Contado,24000 €,20
162111,111225,GS6,2006-06-08 00:00:00,Contado,33600 €,24
162112,111225,GS5,2006-06-08 00:00:00,Contado,51200 €,32
162113,111225,GS6,2006-06-08 00:00:00,Contado,57600 €,32
162114,111225,MG,2006-06-08 00:00:00,Contado,15300 €,18
162115,111225,MX,2006-06-08 00:00:00,Contado,22200 €,24
162116,111225,GS1,2006-06-08 00:00:00,Contado,22000 €,22
162117,111225,GS2,2006-06-08 00:00:00,Contado,25800 €,24
162118,111225,GS3,2006-06-08 00:00:00,Contado,39100 €,34
162119,111225,GS6,2006-06-08 00:00:00,Contado,24500 €,20
162120,111225,GS5,2006-06-08 00:00:00,Contado,23400 €,30
162121,111225,GS6,2006-06-08 00:00:00,Contado,12056 €,22
162122,111225,MG,2006-06-08 00:00:00,Contado,23976 €,24
162123,111225,MX,2006-06-08 00:00:00,Contado,14000 €,20
162124,111225,GS1,2006-06-08 00:00:00,Contado,10024 €,28
162125,111225,GS2,2006-07-08 00:00:00,Contado,18000 €,18
162126,111225,GS3,2006-07-08 00:00:00,Contado,19200 €,16
162127,111225,GS6,2006-07-08 00:00:00,Contado,47600 €,34
162128,111225,GS5,2006-07-08 00:00:00,Contado,28800 €,18
162129,111225,GS6,2006-07-08 00:00:00,Contado,61200 €,34
162130,111225,MG,2006-07-08 00:00:00,Contado,25500 €,30
162131,111225,MX,2006-07-08 00:00:00,Contado,24050 €,26
162132,111225,GS1,2006-07-08 00:00:00,Contado,32000 €,32
162133,111225,GS2,2006-07-08 00:00:00,Contado,32250 €,30
162134,111225,GS3,2006-07-08 00:00:00,Contado,18400 €,16
162135,111225,GS6,2006-07-08 00:00:00,Contado,31850 €,26
162136,111225,GS5,2006-07-08 00:00:00,Contado,20280 €,26
162137,111225,GS6,2006-07-08 00:00:00,Contado,14248 €,26
162138,111225,MG,2006-07-08 00:00:00,Contado,31968 €,32
162139,111225,MX,2006-07-08 00:00:00,Contado,12600 €,18
162140,111225,GS1,2006-07-08 00:00:00,Contado,10740 €,30
162141,111225,GS2,2006-07-08 00:00:00,Contado,54000 €,54
162142,111225,GS3,2006-07-08 00:00:00,Contado,43200 €,36
162143,111225,GS6,2006-07-08 00:00:00,Contado,70000 €,50
162144,111225,GS5,2006-07-08 00:00:00,Contado,102400 €,64
162145,111225,GS6,2006-07-08 00:00:00,Contado,97200 €,54
162146,111225,MG,2006-07-08 00:00:00,Contado,44200 €,52
162147,111225,MX,2006-07-08 00:00:00,Contado,61050 €,66
162148,111225,GS1,2006-07-08 00:00:00,Contado,58000 €,58
162149,111225,GS2,2006-07-08 00:00:00,Contado,34400 €,32
162150,111225,GS3,2006-07-08 00:00:00,Contado,41400 €,36
162151,111225,GS6,2006-07-08 00:00:00,Contado,53900 €,44
162152,111225,GS5,2006-07-08 00:00:00,Contado,34320 €,44
162153,111225,GS6,2006-07-08 00:00:00,Contado,36168 €,66
162154,111225,MG,2006-07-08 00:00:00,Contado,49950 €,50
162155,111225,MX,2006-07-08 00:00:00,Contado,42000 €,60
162156,111225,GS1,2006-07-08 00:00:00,Contado,17184 €,48
162157,111225,GS2,2006-07-08 00:00:00,Contado,28000 €,28
162158,111225,GS3,2006-07-08 00:00:00,Contado,28800 €,24
162159,111225,GS6,2006-07-08 00:00:00,Contado,22400 €,16
162160,111225,GS5,2006-07-08 00:00:00,Contado,25600 €,16
162161,111225,GS6,2006-07-08 00:00:00,Contado,54000 €,30
162162,111225,GS5,2006-07-30 00:00:00,Contado,17000 €,20
162163,111225,GS5,2006-07-30 00:00:00,Contado,20350 €,22
162164,111225,GS5,2006-07-30 00:00:00,Contado,16000 €,16
162165,111225,GS5,2006-07-30 00:00:00,Contado,15050 €,14
162166,111225,GS5,2006-07-30 00:00:00,Contado,39100 €,34
162167,111225,GS5,2006-07-30 00:00:00,Contado,41650 €,34
162168,111225,GS5,2006-07-30 00:00:00,Contado,20280 €,26
162169,111225,GS5,2006-07-30 00:00:00,Contado,13152 €,24
162170,111225,GS5,2006-07-30 00:00:00,Contado,13986 €,14
162171,111225,GS5,2006-07-30 00:00:00,Contado,22400 €,32
162172,111225,GS5,2006-07-30 00:00:00,Contado,7876 €,22
162173,111225,GS5,2006-07-30 00:00:00,Contado,18000 €,18
162174,111225,GS5,2006-07-30 00:00:00,Contado,21600 €,18
162175,111225,GS5,2006-07-30 00:00:00,Contado,25200 €,18
162176,111225,GS5,2006-07-30 00:00:00,Contado,41600 €,26
162177,111225,GS5,2006-07-30 00:00:00,Contado,32400 €,18
162178,111225,GS5,2006-07-30 00:00:00,Contado,10200 €,12
162179,111225,GS5,2006-07-30 00:00:00,Contado,29600 €,32
162180,111225,GS5,2006-07-30 00:00:00,Contado,22000 €,22
162181,111225,GS5,2006-07-30 00:00:00,Contado,36550 €,34
162182,111225,GS5,2006-07-30 00:00:00,Contado,23000 €,20
162183,111225,GS5,2006-07-30 00:00:00,Contado,34300 €,28
162184,111225,GS5,2006-07-30 00:00:00,Contado,24960 €,32
162185,111225,GS5,2006-07-30 00:00:00,Contado,9864 €,18
162186,111225,GS5,2006-07-30 00:00:00,Contado,11988 €,12
162187,111225,GS5,2006-07-30 00:00:00,Contado,15400 €,22
162188,111225,GS5,2006-07-30 00:00:00,Contado,9308 €,26
162189,111225,GS5,2006-07-30 00:00:00,Contado,24000 €,24
162190,111225,GS5,2006-07-30 00:00:00,Contado,40800 €,34
162191,111225,GS5,2006-07-30 00:00:00,Contado,28000 €,20
162192,111225,GS5,2006-07-30 00:00:00,Contado,44800 €,28
162193,111225,GS5,2006-07-30 00:00:00,Contado,36000 €,20
162194,111225,GS5,2006-07-30 00:00:00,Contado,28900 €,34
162195,111225,GS5,2006-07-30 00:00:00,Contado,18500 €,20
162196,111225,GS5,2006-07-30 00:00:00,Contado,14000 €,14
162197,111225,GS5,2006-07-30 00:00:00,Contado,12900 €,12
162198,111225,GS5,2006-07-30 00:00:00,Contado,23000 €,20
162199,111225,GS5,2006-07-30 00:00:00,Contado,22050 €,18
162200,111225,GS5,2006-07-30 00:00:00,Contado,10920 €,14
162201,111225,GS5,2006-07-30 00:00:00,Contado,13152 €,24
162202,111225,GS5,2006-07-30 00:00:00,Contado,19980 €,20
162203,111225,GS5,2006-07-30 00:00:00,Contado,18200 €,26
162204,111225,GS5,2006-07-30 00:00:00,Contado,5728 €,16
162205,111225,GS5,2006-07-30 00:00:00,Contado,84000 €,84
162206,111225,GS5,2006-07-30 00:00:00,Contado,72000 €,60
162207,111225,GS5,2006-07-30 00:00:00,Contado,72800 €,52
162208,111225,GS5,2006-07-30 00:00:00,Contado,124800 €,78
162209,111225,GS5,2006-07-30 00:00:00,Contado,118800 €,66
162210,111225,GS5,2006-07-30 00:00:00,Contado,62900 €,74
162211,111225,GS5,2006-07-30 00:00:00,Contado,48100 €,52
162212,111225,GS5,2006-07-30 00:00:00,Contado,84000 €,84
162213,111225,GS5,2006-07-30 00:00:00,Contado,79550 €,74
162214,111225,GS5,2006-07-30 00:00:00,Contado,66700 €,58
162215,111225,GS5,2006-07-30 00:00:00,Contado,90650 €,74
162216,111225,GS5,2006-07-30 00:00:00,Contado,45240 €,58
162217,111225,GS5,2006-07-30 00:00:00,Contado,24112 €,44
162218,111225,GS5,2006-07-30 00:00:00,Contado,51948 €,52
162219,111225,GS5,2006-07-30 00:00:00,Contado,33600 €,48
162220,111225,GS5,2006-07-30 00:00:00,Contado,24344 €,68
162221,111225,GS5,2006-07-30 00:00:00,Contado,38000 €,38
162222,111225,GS5,2006-07-30 00:00:00,Contado,55200 €,46
162223,111225,GS5,2006-07-30 00:00:00,Contado,44800 €,32
162224,111225,GS5,2006-07-30 00:00:00,Contado,92800 €,58
162225,111225,GS5,2006-07-30 00:00:00,Contado,90000 €,50
162226,111225,GS5,2006-07-30 00:00:00,Contado,27200 €,32
162227,111225,GS5,2006-07-30 00:00:00,Contado,37000 €,40
162228,111225,GS5,2006-07-30 00:00:00,Contado,34000 €,34
162229,111225,GS5,2006-07-30 00:00:00,Contado,68800 €,64
162230,111225,GS5,2006-07-30 00:00:00,Contado,73600 €,64
162231,111225,GS5,2006-07-30 00:00:00,Contado,46550 €,38
162232,111225,GS5,2006-07-30 00:00:00,Contado,24960 €,32
162233,111225,GS5,2006-07-30 00:00:00,Contado,28496 €,52
162234,111225,GS5,2006-07-30 00:00:00,Contado,31968 €,32
162235,111225,GS5,2006-07-30 00:00:00,Contado,37800 €,54
162236,111225,GS5,2006-07-30 00:00:00,Contado,17900 €,50
162237,111225,GS5,2006-07-30 00:00:00,Contado,18000 €,18
162238,111225,GS5,2006-07-30 00:00:00,Contado,24000 €,20
162239,111225,GS5,2006-07-30 00:00:00,Contado,22400 €,16
162240,111225,GS5,2006-07-30 00:00:00,Contado,41600 €,26
